occurrenceID;type;basisOfREcord;SampleId;species;scientificName;organismQuantity;organismQuantityType;identifiedBy
Ugent:Ecopot1:0236;event;HumanObservation;Heerenlaak_24aug07;Navicula;Navicula;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0237;event;HumanObservation;Kessenich_12jul07;Cyclotella;Cyclotella;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0238;event;HumanObservation;Heerenlaak_22jun07;unknown_centricate_diatom;unknown centricate diatom;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0239;event;HumanObservation;Heerenlaak_31may07;Stephanodiscus;Stephanodiscus;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0240;event;HumanObservation;Kessenich_20oct06;Aulacoseira;Aulacoseira;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0241;event;HumanObservation;Heerenlaak_22jun07;Anabaena_flos_aqua;Anabaena flos aqua;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0242;event;HumanObservation;Heerenlaak_12jul07;Aphanizomenon;Aphanizomenon;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0243;event;HumanObservation;Kessenich_31may07;Pseudoanabaena;Pseudoanabaena;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0244;event;HumanObservation;Kessenich_12jul07;Ceratium;Ceratium;0.60;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0245;event;HumanObservation;Heerenlaak_6sep06;Euglena;Euglena;0.56;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0246;event;HumanObservation;Heerenlaak_6sep06;Closterium;Closterium;0.48;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0247;event;HumanObservation;Kessenich_20oct06;Asterionella formosa;Asterionella formosa;0.47;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0248;event;HumanObservation;Heerenlaak_31may07;Ankyra;Ankyra;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0249;event;HumanObservation;Kessenich_24aug07;Coelastrum;Coelastrum;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0250;event;HumanObservation;Heerenlaak_12jul07;Scenedesmus;Scenedesmus;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0251;event;HumanObservation;Kessenich_18apr07;Pandorina;Pandorina;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0252;event;HumanObservation;Kessenich_31may07;Dictyosphaerium;Dictyosphaerium;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0253;event;HumanObservation;Heerenlaak_17apr07;Schroederia;Schroederia;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0254;event;HumanObservation;Heerenlaak_22jun07;Schroederia;Schroederia;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0255;event;HumanObservation;Kessenich_31may07;Schroederia;Schroederia;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0256;event;HumanObservation;Kessenich_12jul07;Schroederia;Schroederia;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0257;event;HumanObservation;Heerenlaak_31may07;Tetradesmus;Tetradesmus;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0258;event;HumanObservation;Kessenich_24aug07;Tetrastrum;Tetrastrum;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0259;event;HumanObservation;Heerenlaak_17apr07;cf_Quadrigula;cf Quadrigula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0260;event;HumanObservation;Heerenlaak_24aug07;cf_Quadrigula;cf Quadrigula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0261;event;HumanObservation;Kessenich_31may07;cf_Quadrigula;cf Quadrigula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0262;event;HumanObservation;Heerenlaak_22jun07;Euglena;Euglena;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0263;event;HumanObservation;Kessenich_22jun07;Euglena;Euglena;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0264;event;HumanObservation;Heerenlaak_12jul07;Actinocyclus;Actinocyclus;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0265;event;HumanObservation;Heerenlaak_22jun07;Navicula;Navicula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0266;event;HumanObservation;Kessenich_22jun07;Navicula;Navicula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0267;event;HumanObservation;Kessenich_24aug07;Navicula;Navicula;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0268;event;HumanObservation;Kessenich_31may07;unknown_pennate_diatom_1;unknown pennate diatom 1;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0269;event;HumanObservation;Heerenlaak_22jun07;Cyclotella;Cyclotella;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0270;event;HumanObservation;Kessenich_18apr07;Pseudoanabaena;Pseudoanabaena;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0271;event;HumanObservation;Heerenlaak_12jul07;Glenodinium;Glenodinium;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0272;event;HumanObservation;Kessenich_24aug07;Ceratium;Ceratium;0.40;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0273;event;HumanObservation;Heerenlaak_20oct06;Pediastrum;Pediastrum;0.35;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0274;event;HumanObservation;Heerenlaak_6sep06;Monoraphidium  ;Monoraphidium  ;0.32;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0275;event;HumanObservation;Heerenlaak_20oct06;Closterium;Closterium;0.25;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0276;event;HumanObservation;Heerenlaak_6sep06;Staurodesmus;Staurodesmus;0.24;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0277;event;HumanObservation;Heerenlaak_24aug07;Actinastrum;Actinastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0278;event;HumanObservation;Kessenich_22jun07;Actinastrum;Actinastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0279;event;HumanObservation;Kessenich_12jul07;Actinastrum;Actinastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0280;event;HumanObservation;Heerenlaak_31may07;Chlamydomonas;Chlamydomonas;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0281;event;HumanObservation;Heerenlaak_17apr07;Crucigenia;Crucigenia;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0282;event;HumanObservation;Heerenlaak_22jun07;Crucigeniella;Crucigeniella;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0283;event;HumanObservation;Kessenich_31may07;Coelastrum;Coelastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0284;event;HumanObservation;Heerenlaak_31may07;Scenedesmus;Scenedesmus;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0285;event;HumanObservation;Kessenich_18apr07;Scenedesmus;Scenedesmus;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0286;event;HumanObservation;Kessenich_18apr07;Gonium;Gonium;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0287;event;HumanObservation;Heerenlaak_12jul07;Lagerheimia ciliata;Lagerheimia ciliata;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0288;event;HumanObservation;Heerenlaak_17apr07;Pediastrum;Pediastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0289;event;HumanObservation;Kessenich_18apr07;Micractinium;Micractinium;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0290;event;HumanObservation;Heerenlaak_24aug07;Tetrastrum;Tetrastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0291;event;HumanObservation;Kessenich_18apr07;Tetrastrum;Tetrastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0292;event;HumanObservation;Kessenich_31may07;Tetrastrum;Tetrastrum;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0293;event;HumanObservation;Heerenlaak_17apr07;Euglena;Euglena;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0294;event;HumanObservation;Kessenich_31may07;Euglena;Euglena;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0295;event;HumanObservation;Heerenlaak_12jul07;Phacus;Phacus;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0296;event;HumanObservation;Heerenlaak_31may07;Trachelomonas;Trachelomonas;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0297;event;HumanObservation;Kessenich_18apr07;Fragilaria;Fragilaria;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0298;event;HumanObservation;Heerenlaak_12jul07;Gyrosigma;Gyrosigma;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0299;event;HumanObservation;Heerenlaak_24aug07;Gyrosigma;Gyrosigma;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0300;event;HumanObservation;Heerenlaak_31may07;unknown_pennate_diatom_1;unknown pennate diatom 1;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0301;event;HumanObservation;Kessenich_12jul07;unknown_pennate_diatom_2;unknown pennate diatom 2;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0302;event;HumanObservation;Heerenlaak_31may07;Anabaena_planctonica;Anabaena planctonica;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0303;event;HumanObservation;Kessenich_18apr07;Anabaena_planctonica;Anabaena planctonica;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0304;event;HumanObservation;Kessenich_12jul07;Aphanocapsa;Aphanocapsa;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0305;event;HumanObservation;Heerenlaak_24aug07;Pseudoanabaena;Pseudoanabaena;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0306;event;HumanObservation;Heerenlaak_12jul07;Peridinium;Peridinium;0.20;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0307;event;HumanObservation;Kessenich_20oct06;Coelastrum;Coelastrum;0.13;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0308;event;HumanObservation;Kessenich_7sep06;Closterium;Closterium;0.10;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0309;event;HumanObservation;Kessenich_7sep06;Cosmarium;Cosmarium;0.10;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0310;event;HumanObservation;Kessenich_7sep06;filamentoussp;filamentoussp;0.10;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0311;event;HumanObservation;Heerenlaak_20oct06;Synedra;Synedra;0.10;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0312;event;HumanObservation;Kessenich_7sep06;Aphanizomenon;Aphanizomenon;0.10;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0313;event;HumanObservation;Heerenlaak_6sep06;Aulacoseira_subborealis;Aulacoseira subborealis;0.08;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0314;event;HumanObservation;Kessenich_20oct06;Closterium;Closterium;0.07;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0315;event;HumanObservation;Kessenich_20oct06;Navicula;Navicula;0.07;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0316;event;HumanObservation;Kessenich_20oct06;Oscillatoria;Oscillatoria;0.07;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0317;event;HumanObservation;Heerenlaak_20oct06;Coelastrum;Coelastrum;0.05;Calculated Individuals per ML;J. Van Wichelen
Ugent:Ecopot1:0318;event;HumanObservation;Heerenlaak_20oct06;Euglena;Euglena;0.05;Calculated Individuals per ML;J. Van Wichelen
